po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location
PO102062,2024-09-07,SUP1032,Services Supplier 5 (NIG),MAT2062,Services Item 9,Services,171,528839.02,90431471.91,,NGN,2024-10-06,2024-10-03,Delivered,Paid,Sarah Ahmed,Ibadan
PO102063,2024-12-20,SUP1012,Packaging Supplier 5 (USA),MAT2024,Packaging Item 4,Packaging,281,214467.39,60265335.24,45489.5,USD,2025-03-08,2025-03-08,Delivered,Overdue,Chidi Eze,Kano
PO102064,2025-04-25,SUP1030,Services Supplier 3 (CHI),MAT2062,Services Item 9,Services,810,509601.34,412777084.84,281767.55,USD,2025-05-24,2025-05-24,Delivered,Pending,Chidi Eze,Kano
PO102065,2024-07-18,SUP1021,Equipment Supplier 3 (NIG),MAT2052,Equipment Item 14,Equipment,400,25928.94,10371575.2,,NGN,2024-09-05,2024-09-09,Delivered,Paid,Chidi Eze,Kano
PO102066,2025-07-07,SUP1038,Services Supplier 11 (CHI),MAT2059,Services Item 6,Services,920,101681.76,93547221.63,79774.0,USD,2025-08-14,2025-08-14,Partial,Paid,Sarah Ahmed,Lagos
PO102067,2024-08-01,SUP1018,Packaging Supplier 11 (IND),MAT2024,Packaging Item 4,Packaging,559,247283.47,138231459.74,94177.74,USD,2024-10-18,2024-10-23,Delivered,Pending,Sarah Ahmed,Ibadan
PO102068,2025-02-05,SUP1009,Packaging Supplier 2 (CHI),MAT2026,Packaging Item 6,Packaging,469,557337.13,261391112.36,188884.68,USD,2025-04-27,2025-05-02,Delivered,Paid,Chidi Eze,Lagos
PO102069,2025-11-24,SUP1013,Packaging Supplier 6 (NIG),MAT2031,Packaging Item 11,Packaging,19,305517.46,5804831.74,,NGN,2025-12-31,2025-12-31,Delivered,Paid,John Obi,Lagos
PO102070,2024-03-06,SUP1009,Packaging Supplier 2 (CHI),MAT2035,Packaging Item 15,Packaging,32,438306.83,14025818.53,13985.11,USD,2024-04-08,2024-04-07,Delivered,Paid,Chidi Eze,Ibadan
PO102071,2025-06-06,SUP1026,Equipment Supplier 8 (NIG),MAT2049,Equipment Item 11,Equipment,965,422234.74,407456519.36,,NGN,2025-07-09,2025-07-31,Delivered,Overdue,Chidi Eze,Kano
PO102072,2025-02-14,SUP1023,Equipment Supplier 5 (IND),MAT2052,Equipment Item 14,Equipment,265,27238.61,7218232.94,8538.93,USD,2025-04-04,2025-04-04,Delivered,Paid,John Obi,Lagos
PO102073,2024-10-18,SUP1021,Equipment Supplier 3 (NIG),MAT2049,Equipment Item 11,Equipment,845,375119.48,316975960.82,,NGN,2024-11-20,2024-11-20,Delivered,Paid,John Obi,Lagos
PO102074,2025-08-31,SUP1024,Equipment Supplier 6 (IND),MAT2048,Equipment Item 10,Equipment,479,119776.61,57372995.64,36363.48,USD,2025-11-23,2025-11-19,Delivered,Paid,John Obi,Kano
PO102075,2024-07-09,SUP1026,Equipment Supplier 8 (NIG),MAT2050,Equipment Item 12,Equipment,63,304157.37,19161914.12,,NGN,2024-08-17,2024-08-17,Delivered,Overdue,Sarah Ahmed,Kano
PO102076,2025-09-06,SUP1038,Services Supplier 11 (CHI),MAT2059,Services Item 6,Services,757,122352.64,92620952.21,105099.14,USD,2025-10-14,2025-11-09,Delivered,Pending,Sarah Ahmed,Lagos
PO102077,2025-11-23,SUP1009,Packaging Supplier 2 (CHI),MAT2032,Packaging Item 12,Packaging,957,57695.33,55214427.05,49785.16,USD,2026-02-10,2026-02-19,Delivered,Overdue,John Obi,Kano
PO102078,2025-06-19,SUP1013,Packaging Supplier 6 (NIG),MAT2030,Packaging Item 10,Packaging,357,448018.78,159942704.08,,NGN,2025-07-04,2025-07-10,Delivered,Paid,Chidi Eze,Kano
PO102079,2025-02-10,SUP1031,Services Supplier 4 (NIG),MAT2068,Services Item 15,Services,413,176388.94,72848633.78,,NGN,2025-03-18,2025-03-18,Delivered,Paid,John Obi,Ibadan
PO102080,2024-11-06,SUP1010,Packaging Supplier 3 (NIG),MAT2026,Packaging Item 6,Packaging,472,522810.62,246766613.93,,NGN,2025-01-26,2025-02-01,Delivered,Paid,John Obi,Lagos
PO102081,2024-06-26,SUP1039,Services Supplier 12 (IND),MAT2062,Services Item 9,Services,999,456326.08,455869755.47,461142.95,USD,2024-07-25,2024-08-24,Delivered,Paid,Chidi Eze,Lagos
PO102082,2025-06-04,SUP1001,Raw Materials Supplier 2 (UK),MAT2013,Raw Materials Item 14,Raw Materials,893,36308.07,32423108.89,31384.94,USD,2025-07-24,2025-07-24,Delivered,Paid,Chidi Eze,Lagos
PO102083,2025-02-19,SUP1004,Raw Materials Supplier 5 (NIG),MAT2014,Raw Materials Item 15,Raw Materials,611,154464.38,94377737.58,,NGN,2025-03-22,2025-04-08,Delivered,Pending,Chidi Eze,Lagos
PO102084,2025-07-14,SUP1001,Raw Materials Supplier 2 (UK),MAT2003,Raw Materials Item 4,Raw Materials,186,270931.0,50393165.69,33060.9,USD,2025-07-21,2025-08-01,Delivered,Overdue,John Obi,Lagos
PO102085,2024-03-17,SUP1019,Equipment Supplier 1 (NIG),MAT2042,Equipment Item 4,Equipment,887,424615.94,376634335.31,,NGN,2024-05-10,2024-05-10,Delivered,Overdue,Chidi Eze,Ibadan
PO102086,2026-01-26,SUP1019,Equipment Supplier 1 (NIG),MAT2044,Equipment Item 6,Equipment,615,367737.88,226158795.25,,NGN,2026-04-26,,Pending,Pending,John Obi,Kano
PO102087,2024-02-26,SUP1008,Packaging Supplier 1 (CHI),MAT2036,Packaging Item 16,Packaging,217,148512.95,32227309.61,31121.2,USD,2024-04-23,2024-04-19,Delivered,Overdue,Chidi Eze,Kano
PO102088,2025-10-11,SUP1019,Equipment Supplier 1 (NIG),MAT2052,Equipment Item 14,Equipment,22,21584.11,474850.44,,NGN,2025-11-29,2025-11-29,Delivered,Pending,Chidi Eze,Kano
PO102089,2025-03-17,SUP1027,Equipment Supplier 9 (IND),MAT2046,Equipment Item 8,Equipment,83,510095.04,42337888.5,28225.92,USD,2025-04-06,2025-04-06,Delivered,Overdue,Sarah Ahmed,Kano
PO102090,2026-02-12,SUP1015,Packaging Supplier 8 (NIG),MAT2028,Packaging Item 8,Packaging,416,298392.7,124131361.64,,NGN,2026-04-24,,Pending,Pending,Chidi Eze,Kano
PO102091,2025-01-14,SUP1039,Services Supplier 12 (IND),MAT2059,Services Item 6,Services,248,100921.0,25028408.57,21541.29,USD,2025-02-21,2025-03-08,Delivered,Paid,Sarah Ahmed,Kano
PO102092,2024-07-31,SUP1007,Raw Materials Supplier 8 (USA),MAT2020,Raw Materials Item 21,Raw Materials,438,179535.42,78636512.99,70242.91,USD,2024-10-07,2024-10-11,Delivered,Paid,John Obi,Kano
PO102093,2025-03-08,SUP1018,Packaging Supplier 11 (IND),MAT2037,Packaging Item 17,Packaging,164,365246.0,59900343.4,67031.08,USD,2025-04-22,2025-05-13,Delivered,Paid,Chidi Eze,Ibadan
PO102094,2025-01-13,SUP1036,Services Supplier 9 (NIG),MAT2060,Services Item 7,Services,248,181477.57,45006436.35,,NGN,2025-04-01,2025-04-05,Delivered,Paid,Chidi Eze,Kano
PO102095,2024-12-24,SUP1015,Packaging Supplier 8 (NIG),MAT2023,Packaging Item 3,Packaging,53,473759.68,25109262.87,,NGN,2025-02-27,2025-02-27,Delivered,Paid,Chidi Eze,Kano
PO102096,2025-09-11,SUP1019,Equipment Supplier 1 (NIG),MAT2049,Equipment Item 11,Equipment,109,333035.86,36300908.2,,NGN,2025-10-14,2025-10-23,Delivered,Paid,John Obi,Ibadan
PO102097,2025-10-04,SUP1008,Packaging Supplier 1 (CHI),MAT2034,Packaging Item 14,Packaging,731,250249.47,182932360.28,214864.22,USD,2025-12-24,2025-12-30,Delivered,Paid,John Obi,Lagos
PO102098,2025-03-12,SUP1027,Equipment Supplier 9 (IND),MAT2044,Equipment Item 6,Equipment,533,341256.99,181889974.34,120716.87,USD,2025-06-10,2025-07-09,Delivered,Overdue,Chidi Eze,Ibadan
PO102099,2025-08-26,SUP1032,Services Supplier 5 (NIG),MAT2057,Services Item 4,Services,421,208547.03,87798297.92,,NGN,2025-09-07,2025-09-07,Delivered,Paid,Chidi Eze,Ibadan
PO102100,2024-11-19,SUP1006,Raw Materials Supplier 7 (NIG),MAT2004,Raw Materials Item 5,Raw Materials,408,344762.23,140662990.49,,NGN,2024-12-03,2024-12-06,Delivered,Paid,John Obi,Ibadan
PO102101,2024-08-24,SUP1032,Services Supplier 5 (NIG),MAT2059,Services Item 6,Services,462,116536.65,53839934.27,,NGN,2024-10-01,2024-10-16,Delivered,Overdue,Chidi Eze,Ibadan
PO102102,2024-12-09,SUP1037,Services Supplier 10 (NIG),MAT2062,Services Item 9,Services,776,421265.93,326902359.83,,NGN,2025-01-07,2025-01-29,Delivered,Paid,Sarah Ahmed,Kano
PO102103,2024-08-27,SUP1001,Raw Materials Supplier 2 (UK),MAT2004,Raw Materials Item 5,Raw Materials,635,320913.08,203779807.97,131970.66,USD,2024-09-10,2024-09-16,Delivered,Paid,John Obi,Ibadan
PO102104,2026-01-31,SUP1001,Raw Materials Supplier 2 (UK),MAT2010,Raw Materials Item 11,Raw Materials,56,92141.87,5159944.93,4001.86,USD,2026-02-19,2026-02-21,Delivered,Overdue,Chidi Eze,Kano
PO102105,2026-02-10,SUP1006,Raw Materials Supplier 7 (NIG),MAT2014,Raw Materials Item 15,Raw Materials,102,129495.43,13208534.11,,NGN,2026-03-13,,Pending,Pending,Sarah Ahmed,Kano
PO102106,2025-11-10,SUP1027,Equipment Supplier 9 (IND),MAT2043,Equipment Item 5,Equipment,599,89306.42,53494544.04,60981.34,USD,2026-01-25,2026-01-25,Delivered,Paid,Chidi Eze,Kano
PO102107,2024-03-16,SUP1001,Raw Materials Supplier 2 (UK),MAT2009,Raw Materials Item 10,Raw Materials,234,146261.48,34225187.29,30080.18,USD,2024-05-22,2024-05-22,Delivered,Paid,Chidi Eze,Lagos
PO102108,2024-04-28,SUP1007,Raw Materials Supplier 8 (USA),MAT2016,Raw Materials Item 17,Raw Materials,366,283572.69,103787603.88,74219.01,USD,2024-05-14,2024-05-21,Delivered,Paid,John Obi,Lagos
PO102109,2025-01-19,SUP1006,Raw Materials Supplier 7 (NIG),MAT2019,Raw Materials Item 20,Raw Materials,344,568744.02,195647942.96,,NGN,2025-02-25,2025-02-25,Delivered,Paid,Chidi Eze,Kano
PO102110,2024-02-26,SUP1021,Equipment Supplier 3 (NIG),MAT2039,Equipment Item 1,Equipment,576,349815.62,201493798.69,,NGN,2024-05-15,2024-05-20,Delivered,Paid,John Obi,Ibadan
PO102111,2025-04-07,SUP1038,Services Supplier 11 (CHI),MAT2056,Services Item 3,Services,177,492113.8,87104142.31,61994.54,USD,2025-06-27,2025-07-06,Delivered,Paid,Chidi Eze,Kano
PO102112,2025-03-25,SUP1015,Packaging Supplier 8 (NIG),MAT2038,Packaging Item 18,Packaging,229,186286.23,42659546.4,,NGN,2025-04-10,2025-04-10,Delivered,Paid,Chidi Eze,Kano
PO102113,2025-04-12,SUP1015,Packaging Supplier 8 (NIG),MAT2022,Packaging Item 2,Packaging,417,1626.98,678451.99,,NGN,2025-06-07,2025-06-07,Delivered,Paid,John Obi,Lagos
PO102114,2024-09-06,SUP1008,Packaging Supplier 1 (CHI),MAT2035,Packaging Item 15,Packaging,689,491847.16,338882694.02,366169.25,USD,2024-10-09,2024-10-13,Delivered,Paid,Sarah Ahmed,Lagos
PO102115,2025-06-11,SUP1005,Raw Materials Supplier 6 (NIG),MAT2001,Raw Materials Item 2,Raw Materials,551,63424.87,34947101.07,,NGN,2025-07-16,2025-07-12,Delivered,Overdue,Sarah Ahmed,Ibadan
PO102116,2024-06-01,SUP1001,Raw Materials Supplier 2 (UK),MAT2007,Raw Materials Item 8,Raw Materials,442,385591.16,170431293.83,123619.06,USD,2024-07-05,2024-07-10,Partial,Paid,Chidi Eze,Ibadan
PO102117,2024-11-04,SUP1001,Raw Materials Supplier 2 (UK),MAT2003,Raw Materials Item 4,Raw Materials,646,265270.1,171364487.34,133320.33,USD,2024-11-11,2024-11-13,Delivered,Paid,Sarah Ahmed,Kano
PO102118,2025-04-29,SUP1012,Packaging Supplier 5 (USA),MAT2030,Packaging Item 10,Packaging,564,479862.82,270642631.64,250605.51,USD,2025-05-14,2025-05-10,Delivered,Paid,Chidi Eze,Ibadan
PO102119,2025-03-16,SUP1023,Equipment Supplier 5 (IND),MAT2043,Equipment Item 5,Equipment,722,97638.25,70494819.62,62975.37,USD,2025-05-31,2025-06-05,Delivered,Pending,Chidi Eze,Lagos
PO102120,2024-07-15,SUP1020,Equipment Supplier 2 (CHI),MAT2049,Equipment Item 11,Equipment,468,334415.4,156506406.68,121004.42,USD,2024-08-17,2024-08-22,Delivered,Paid,Chidi Eze,Ibadan
PO102121,2026-01-12,SUP1039,Services Supplier 12 (IND),MAT2064,Services Item 11,Services,653,443177.58,289394960.99,205070.56,USD,2026-02-19,2026-02-22,Delivered,Paid,Sarah Ahmed,Ibadan
PO102122,2025-11-28,SUP1039,Services Supplier 12 (IND),MAT2069,Services Item 16,Services,156,14241.54,2221680.83,1966.78,USD,2025-12-29,2026-01-12,Delivered,Overdue,Chidi Eze,Kano
PO102123,2025-04-05,SUP1029,Services Supplier 2 (NIG),MAT2068,Services Item 15,Services,32,164409.63,5261108.14,,NGN,2025-05-11,2025-06-04,Delivered,Overdue,Sarah Ahmed,Kano
PO102124,2025-02-19,SUP1020,Equipment Supplier 2 (CHI),MAT2043,Equipment Item 5,Equipment,425,76148.12,32362951.12,20707.16,USD,2025-05-06,2025-05-06,Delivered,Pending,John Obi,Ibadan
PO102125,2025-06-12,SUP1008,Packaging Supplier 1 (CHI),MAT2030,Packaging Item 10,Packaging,305,504746.22,153947597.32,126686.03,USD,2025-06-27,2025-07-05,Delivered,Paid,Sarah Ahmed,Ibadan
PO102126,2025-10-15,SUP1001,Raw Materials Supplier 2 (UK),MAT2014,Raw Materials Item 15,Raw Materials,281,120464.7,33850579.45,41899.41,USD,2025-11-15,2025-12-12,Delivered,Paid,Sarah Ahmed,Lagos
PO102127,2024-06-25,SUP1005,Raw Materials Supplier 6 (NIG),MAT2005,Raw Materials Item 6,Raw Materials,177,34487.24,6104240.85,,NGN,2024-07-06,2024-07-03,Delivered,Pending,Chidi Eze,Kano
PO102128,2024-04-27,SUP1004,Raw Materials Supplier 5 (NIG),MAT2008,Raw Materials Item 9,Raw Materials,870,386325.99,336103608.55,,NGN,2024-07-16,2024-07-16,Delivered,Pending,Chidi Eze,Lagos
PO102129,2024-10-08,SUP1007,Raw Materials Supplier 8 (USA),MAT2009,Raw Materials Item 10,Raw Materials,579,146362.71,84744010.46,67336.91,USD,2024-12-14,2024-12-14,Delivered,Paid,Sarah Ahmed,Ibadan
PO102130,2025-01-02,SUP1013,Packaging Supplier 6 (NIG),MAT2021,Packaging Item 1,Packaging,643,490982.78,315701928.44,,NGN,2025-01-30,2025-01-31,Delivered,Overdue,John Obi,Lagos
PO102131,2024-07-26,SUP1031,Services Supplier 4 (NIG),MAT2057,Services Item 4,Services,817,214796.13,175488439.51,,NGN,2024-08-07,2024-08-07,Partial,Paid,Chidi Eze,Ibadan
PO102132,2025-03-30,SUP1037,Services Supplier 10 (NIG),MAT2056,Services Item 3,Services,114,453637.84,51714713.85,,NGN,2025-06-19,2025-07-06,Delivered,Paid,Sarah Ahmed,Ibadan
PO102133,2024-12-20,SUP1001,Raw Materials Supplier 2 (UK),MAT2009,Raw Materials Item 10,Raw Materials,581,116322.41,67583320.92,53968.8,USD,2025-02-25,2025-03-26,Delivered,Pending,Sarah Ahmed,Ibadan
PO102134,2025-09-30,SUP1005,Raw Materials Supplier 6 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,524,498714.55,261326422.98,,NGN,2025-10-13,2025-10-09,Delivered,Overdue,John Obi,Ibadan
PO102135,2025-12-14,SUP1005,Raw Materials Supplier 6 (NIG),MAT2016,Raw Materials Item 17,Raw Materials,41,207312.72,8499821.49,,NGN,2025-12-30,2026-01-21,Delivered,Paid,John Obi,Lagos
PO102136,2024-11-28,SUP1026,Equipment Supplier 8 (NIG),MAT2044,Equipment Item 6,Equipment,320,376383.17,120442614.92,,NGN,2025-02-26,2025-02-26,Delivered,Paid,Sarah Ahmed,Ibadan
PO102137,2024-12-01,SUP1024,Equipment Supplier 6 (IND),MAT2041,Equipment Item 3,Equipment,987,67913.69,67030814.61,44043.89,USD,2025-01-21,2025-02-08,Delivered,Paid,Sarah Ahmed,Lagos
PO102138,2024-07-03,SUP1006,Raw Materials Supplier 7 (NIG),MAT2000,Raw Materials Item 1,Raw Materials,341,266281.96,90802149.6,,NGN,2024-09-14,2024-10-06,Delivered,Paid,Sarah Ahmed,Ibadan
PO102139,2024-08-25,SUP1013,Packaging Supplier 6 (NIG),MAT2037,Packaging Item 17,Packaging,971,400537.62,388922026.82,,NGN,2024-10-09,2024-10-09,Partial,Paid,John Obi,Kano
PO102140,2025-12-19,SUP1025,Equipment Supplier 7 (GER),MAT2039,Equipment Item 1,Equipment,460,362745.57,166862962.42,165720.18,USD,2026-03-08,,Pending,Pending,Sarah Ahmed,Kano
PO102141,2024-12-16,SUP1019,Equipment Supplier 1 (NIG),MAT2041,Equipment Item 3,Equipment,391,72589.32,28382425.3,,NGN,2025-02-05,2025-02-20,Delivered,Paid,Chidi Eze,Lagos
PO102142,2025-01-10,SUP1001,Raw Materials Supplier 2 (UK),MAT2013,Raw Materials Item 14,Raw Materials,510,36382.64,18555148.14,11776.86,USD,2025-03-01,2025-03-01,Delivered,Paid,John Obi,Lagos
PO102143,2026-02-12,SUP1007,Raw Materials Supplier 8 (USA),MAT2014,Raw Materials Item 15,Raw Materials,13,142961.6,1858500.74,1666.06,USD,2026-03-15,,Pending,Pending,John Obi,Kano
PO102144,2025-06-22,SUP1010,Packaging Supplier 3 (NIG),MAT2021,Packaging Item 1,Packaging,955,524159.54,500572364.4,,NGN,2025-07-20,2025-07-20,Delivered,Overdue,John Obi,Ibadan
PO102145,2024-11-28,SUP1010,Packaging Supplier 3 (NIG),MAT2022,Packaging Item 2,Packaging,642,1558.64,1000646.77,,NGN,2025-01-23,2025-02-07,Delivered,Paid,John Obi,Kano
PO102146,2026-01-09,SUP1024,Equipment Supplier 6 (IND),MAT2044,Equipment Item 6,Equipment,184,343524.27,63208466.11,58688.28,USD,2026-04-09,,Pending,Pending,John Obi,Ibadan
PO102147,2024-06-22,SUP1021,Equipment Supplier 3 (NIG),MAT2051,Equipment Item 13,Equipment,510,46477.13,23703335.55,,NGN,2024-08-22,2024-08-22,Delivered,Pending,John Obi,Kano
PO102148,2025-12-08,SUP1001,Raw Materials Supplier 2 (UK),MAT2006,Raw Materials Item 7,Raw Materials,381,34938.69,13311640.14,15227.28,USD,2026-01-14,2026-01-28,Delivered,Paid,Sarah Ahmed,Kano
PO102149,2024-10-01,SUP1019,Equipment Supplier 1 (NIG),MAT2053,Equipment Item 15,Equipment,800,288922.86,231138291.76,,NGN,2024-11-10,2024-12-08,Delivered,Pending,John Obi,Ibadan
PO102150,2024-06-25,SUP1025,Equipment Supplier 7 (GER),MAT2052,Equipment Item 14,Equipment,604,21848.22,13196327.59,9134.8,USD,2024-08-13,2024-08-20,Delivered,Paid,John Obi,Ibadan
PO102151,2024-10-18,SUP1037,Services Supplier 10 (NIG),MAT2059,Services Item 6,Services,532,112152.09,59664913.51,,NGN,2024-11-25,2024-11-25,Delivered,Paid,Sarah Ahmed,Lagos
PO102152,2024-05-05,SUP1009,Packaging Supplier 2 (CHI),MAT2036,Packaging Item 16,Packaging,255,141297.75,36030925.26,29607.99,USD,2024-07-01,2024-07-07,Delivered,Paid,Chidi Eze,Ibadan
PO102153,2025-07-27,SUP1017,Packaging Supplier 10 (IND),MAT2032,Packaging Item 12,Packaging,841,73392.56,61723143.76,72220.05,USD,2025-10-14,2025-11-08,Delivered,Paid,John Obi,Ibadan
PO102154,2025-09-15,SUP1032,Services Supplier 5 (NIG),MAT2062,Services Item 9,Services,198,422161.36,83587950.06,,NGN,2025-10-14,2025-10-14,Delivered,Overdue,Chidi Eze,Ibadan
PO102155,2025-04-18,SUP1021,Equipment Supplier 3 (NIG),MAT2039,Equipment Item 1,Equipment,861,346307.83,298171042.91,,NGN,2025-07-06,2025-07-15,Delivered,Paid,John Obi,Kano
PO102156,2025-09-25,SUP1004,Raw Materials Supplier 5 (NIG),MAT2004,Raw Materials Item 5,Raw Materials,374,361127.46,135061668.46,,NGN,2025-10-09,2025-10-22,Delivered,Overdue,Sarah Ahmed,Lagos
PO102157,2025-06-29,SUP1030,Services Supplier 3 (CHI),MAT2058,Services Item 5,Services,770,182928.35,140854826.85,151445.69,USD,2025-07-11,2025-07-10,Delivered,Paid,John Obi,Ibadan
PO102158,2024-07-13,SUP1025,Equipment Supplier 7 (GER),MAT2046,Equipment Item 8,Equipment,919,466111.66,428356616.46,298486.92,USD,2024-08-02,2024-08-02,Delivered,Paid,Chidi Eze,Kano
PO102159,2025-10-05,SUP1007,Raw Materials Supplier 8 (USA),MAT2010,Raw Materials Item 11,Raw Materials,716,82680.68,59199367.4,70594.83,USD,2025-10-24,2025-11-09,Delivered,Paid,Chidi Eze,Lagos
PO102160,2026-01-25,SUP1021,Equipment Supplier 3 (NIG),MAT2040,Equipment Item 2,Equipment,177,32942.19,5830768.47,,NGN,2026-02-28,,Pending,Pending,Chidi Eze,Ibadan
PO102161,2026-01-04,SUP1023,Equipment Supplier 5 (IND),MAT2039,Equipment Item 1,Equipment,936,299890.87,280697854.61,212578.89,USD,2026-03-24,,Pending,Pending,Chidi Eze,Ibadan
PO102162,2025-11-20,SUP1037,Services Supplier 10 (NIG),MAT2061,Services Item 8,Services,606,486096.44,294574439.91,,NGN,2025-12-16,2025-12-16,Delivered,Pending,Sarah Ahmed,Ibadan
PO102163,2025-12-06,SUP1026,Equipment Supplier 8 (NIG),MAT2040,Equipment Item 2,Equipment,782,39243.67,30688551.52,,NGN,2026-01-09,2026-01-11,Delivered,Paid,John Obi,Lagos
PO102164,2024-05-08,SUP1032,Services Supplier 5 (NIG),MAT2069,Services Item 16,Services,773,13349.42,10319104.29,,NGN,2024-06-08,2024-06-07,Delivered,Pending,Chidi Eze,Kano
PO102165,2024-09-04,SUP1030,Services Supplier 3 (CHI),MAT2065,Services Item 12,Services,930,70639.43,65694672.29,80953.52,USD,2024-09-24,2024-10-22,Delivered,Pending,Sarah Ahmed,Lagos
PO102166,2024-11-23,SUP1012,Packaging Supplier 5 (USA),MAT2033,Packaging Item 13,Packaging,445,303729.47,135159612.75,90161.77,USD,2024-12-05,2024-12-25,Delivered,Paid,John Obi,Lagos
PO102167,2024-10-04,SUP1007,Raw Materials Supplier 8 (USA),MAT2017,Raw Materials Item 18,Raw Materials,224,428864.83,96065722.31,89498.73,USD,2024-12-20,2025-01-18,Delivered,Paid,Chidi Eze,Lagos
PO102168,2025-11-10,SUP1039,Services Supplier 12 (IND),MAT2058,Services Item 5,Services,864,194608.08,168141379.98,164831.27,USD,2025-11-22,2025-11-17,Delivered,Paid,Chidi Eze,Kano
PO102169,2025-12-28,SUP1018,Packaging Supplier 11 (IND),MAT2025,Packaging Item 5,Packaging,863,69427.74,59916138.24,51018.15,USD,2026-02-10,2026-02-10,Delivered,Overdue,Sarah Ahmed,Kano
PO102170,2024-09-24,SUP1018,Packaging Supplier 11 (IND),MAT2031,Packaging Item 11,Packaging,852,393746.21,335471772.83,384916.53,USD,2024-10-31,2024-11-15,Delivered,Paid,Chidi Eze,Ibadan
PO102171,2024-03-08,SUP1027,Equipment Supplier 9 (IND),MAT2046,Equipment Item 8,Equipment,209,419607.28,87697921.8,78606.95,USD,2024-03-28,2024-03-30,Delivered,Paid,Chidi Eze,Lagos
PO102172,2024-03-06,SUP1009,Packaging Supplier 2 (CHI),MAT2024,Packaging Item 4,Packaging,991,252680.77,250406638.46,278068.88,USD,2024-05-23,2024-06-17,Delivered,Pending,Sarah Ahmed,Lagos
PO102173,2024-10-31,SUP1031,Services Supplier 4 (NIG),MAT2062,Services Item 9,Services,53,466781.67,24739428.6,,NGN,2024-11-29,2024-12-14,Delivered,Paid,Chidi Eze,Kano
PO102174,2024-06-29,SUP1001,Raw Materials Supplier 2 (UK),MAT2018,Raw Materials Item 19,Raw Materials,300,25281.74,7584521.43,5044.73,USD,2024-09-13,2024-09-13,Delivered,Paid,Sarah Ahmed,Lagos
PO102175,2025-02-10,SUP1039,Services Supplier 12 (IND),MAT2058,Services Item 5,Services,220,182944.04,40247687.79,35882.71,USD,2025-02-22,2025-02-22,Delivered,Pending,Chidi Eze,Kano
PO102176,2025-10-30,SUP1031,Services Supplier 4 (NIG),MAT2070,Services Item 17,Services,591,155937.33,92158961.0,,NGN,2025-11-14,2025-11-12,Delivered,Pending,Chidi Eze,Ibadan
PO102177,2025-05-10,SUP1007,Raw Materials Supplier 8 (USA),MAT2015,Raw Materials Item 16,Raw Materials,385,77795.14,29951129.43,28979.76,USD,2025-06-09,2025-06-09,Delivered,Overdue,Sarah Ahmed,Lagos
PO102178,2025-10-15,SUP1029,Services Supplier 2 (NIG),MAT2070,Services Item 17,Services,591,152029.03,89849155.63,,NGN,2025-10-30,2025-11-01,Delivered,Pending,John Obi,Ibadan
PO102179,2026-01-20,SUP1006,Raw Materials Supplier 7 (NIG),MAT2018,Raw Materials Item 19,Raw Materials,685,23285.0,15950223.32,,NGN,2026-04-06,,Pending,Pending,Sarah Ahmed,Ibadan
PO102180,2024-08-29,SUP1038,Services Supplier 11 (CHI),MAT2058,Services Item 5,Services,38,217729.99,8273739.48,6695.25,USD,2024-09-10,2024-09-29,Delivered,Pending,John Obi,Ibadan
PO102181,2024-08-24,SUP1001,Raw Materials Supplier 2 (UK),MAT2018,Raw Materials Item 19,Raw Materials,396,30224.18,11968776.56,11907.57,USD,2024-11-08,2024-11-29,Delivered,Paid,Chidi Eze,Kano
PO102182,2025-06-11,SUP1025,Equipment Supplier 7 (GER),MAT2047,Equipment Item 9,Equipment,659,160003.66,105442412.58,98746.45,USD,2025-07-01,2025-07-15,Delivered,Pending,John Obi,Ibadan
PO102183,2024-07-01,SUP1005,Raw Materials Supplier 6 (NIG),MAT2014,Raw Materials Item 15,Raw Materials,203,139382.92,28294732.67,,NGN,2024-08-01,2024-08-04,Delivered,Paid,John Obi,Ibadan
PO102184,2024-07-20,SUP1037,Services Supplier 10 (NIG),MAT2067,Services Item 14,Services,439,93515.43,41053272.74,,NGN,2024-09-23,2024-09-23,Delivered,Paid,Sarah Ahmed,Kano
PO102185,2024-11-16,SUP1023,Equipment Supplier 5 (IND),MAT2046,Equipment Item 8,Equipment,474,417654.68,197968319.54,141004.86,USD,2024-12-06,2024-12-06,Delivered,Paid,John Obi,Kano
PO102186,2025-04-21,SUP1007,Raw Materials Supplier 8 (USA),MAT2012,Raw Materials Item 13,Raw Materials,438,452773.15,198314639.08,196720.77,USD,2025-05-04,2025-04-29,Delivered,Paid,Chidi Eze,Kano
PO102187,2024-12-05,SUP1036,Services Supplier 9 (NIG),MAT2063,Services Item 10,Services,793,12337.85,9783916.17,,NGN,2025-01-23,2025-02-09,Delivered,Paid,Sarah Ahmed,Kano
PO102188,2025-06-03,SUP1018,Packaging Supplier 11 (IND),MAT2033,Packaging Item 13,Packaging,876,303106.12,265520964.86,228344.2,USD,2025-06-15,2025-06-11,Delivered,Overdue,Chidi Eze,Kano
